,year,country_name,country_code,value,data_source,yoy_growth,growth_category,cagr_3yr
3104,2008,Moldova,MDA,23.39,Original,14.37652811735941,Moderate Growth,16.92992292257218
3105,2009,Moldova,MDA,27.5,Original,17.57161179991449,Moderate Growth,11.911178695954948
3106,2010,Moldova,MDA,29.68,Original,7.927272727272716,Moderate Growth,13.22009842404186
3107,2011,Moldova,MDA,32.07,Original,8.052560646900275,Moderate Growth,11.093737881909437
3108,2012,Moldova,MDA,34.65,Original,8.044901777362012,Moderate Growth,8.008229825529067
3109,2013,Moldova,MDA,37.44,Original,8.051948051948044,Moderate Growth,8.049803436187887
3110,2014,Moldova,MDA,67.0,Original,78.95299145299145,High Growth,27.83760164166724
3111,2015,Moldova,MDA,69.0,Original,2.9850746268656803,Stable,25.810035219948404
3112,2016,Moldova,MDA,71.0,Original,2.898550724637672,Stable,23.777251886031614
3113,2017,Moldova,MDA,49.9,Original,-29.718309859154935,Significant Decline,-9.3554047022545
3114,2018,Moldova,MDA,50.3,Original,0.8016032064128265,Stable,-10.000596413566443
3115,2019,Moldova,MDA,57.7605,Original,14.832007952286297,Moderate Growth,-6.647877134113688
3116,2020,Moldova,MDA,58.2153,Original,0.7873893058405024,Stable,5.271836177595124
3117,2021,Moldova,MDA,60.4747,Original,3.8811102923114627,Stable,6.333125425803687
3118,2022,Moldova,MDA,63.5349,Original,5.060297942776071,Moderate Growth,3.2271179513539083
3119,2023,Moldova,MDA,73.9665760869566,Imputed,16.41881247465029,Moderate Growth,8.3093938376531
3120,2000,Monaco,MCO,42.1849,Original,,,
3121,2001,Monaco,MCO,46.6461,Original,10.575348051079892,Moderate Growth,
3122,2002,Monaco,MCO,48.0471,Original,3.0034665277482997,Stable,
3123,2003,Monaco,MCO,49.4912,Original,3.005592429095616,Stable,5.468714679651887
3124,2004,Monaco,MCO,52.4902,Original,6.0596631320315675,Moderate Growth,4.013001628490898
3125,2005,Monaco,MCO,55.4648,Original,5.666962594922476,Moderate Growth,4.901916794623706
3126,2006,Monaco,MCO,61.476,Original,10.837864735832458,Moderate Growth,7.49605819109378
3127,2007,Monaco,MCO,64.3777,Original,4.720053354154485,Stable,7.041555058799198
3128,2008,Monaco,MCO,67.25,Original,4.4616381138189,Stable,6.632996240221933
3129,2009,Monaco,MCO,70.1,Original,4.237918215613368,Stable,4.473017510188271
3130,2010,Monaco,MCO,75.0,Original,6.990014265335254,Moderate Growth,5.222496645610253
3131,2011,Monaco,MCO,80.3,Original,7.0666666666666655,Moderate Growth,6.089992539097278
3132,2012,Monaco,MCO,87.0,Original,8.343711083437121,Moderate Growth,7.465008708268872
3133,2013,Monaco,MCO,90.7,Original,4.252873563218396,Stable,6.540649792371234
3134,2014,Monaco,MCO,92.4,Original,1.8743109151047488,Stable,4.789751061124381
3135,2015,Monaco,MCO,93.3633,Original,1.0425324675324532,Stable,2.380908818280858
3136,2016,Monaco,MCO,95.2082,Original,1.976044120120024,Stable,1.630100679331714
3137,2017,Monaco,MCO,97.053,Original,1.9376482277786877,Stable,1.6511581434003553
3138,2018,Monaco,MCO,95.29012176278502,Imputed,-1.8164077743243134,Stable,0.6832508062310394
3139,2019,Monaco,MCO,83.3397,Original,-12.541091921924895,Moderate Decline,-4.340994956338817
3140,2020,Monaco,MCO,98.5709,Original,18.27604371026055,Moderate Growth,0.5186357887595916
3141,2021,Monaco,MCO,98.3776,Original,-0.1961025008394901,Stable,1.0685683333690132
3142,2022,Monaco,MCO,98.3776,Original,0.0,Stable,5.6853435594335755
3143,2023,Monaco,MCO,100.0,Imputed,1.6491559054093496,Stable,0.48095622548189887
3144,2000,Mongolia,MNG,1.25565,Original,,,
3145,2001,Mongolia,MNG,1.65324,Original,31.664078365786665,High Growth,
3146,2002,Mongolia,MNG,2.03957,Original,23.36805303525198,High Growth,
3147,2003,Mongolia,MNG,0.0,Imputed,-100.0,Significant Decline,-50.0
3148,2004,Mongolia,MNG,0.0,Imputed,,,-50.0
3149,2005,Mongolia,MNG,2.1654474380165993,Imputed,100.0,High Growth,2.0163255807802205
3150,2006,Mongolia,MNG,5.480152857142457,Imputed,153.07254108009656,High Growth,100.0
3151,2007,Mongolia,MNG,9.0,Original,64.22899569799434,High Growth,100.0
3152,2008,Mongolia,MNG,9.8,Original,8.888888888888902,Moderate Growth,65.40912961195771
3153,2009,Mongolia,MNG,10.0,Original,2.0408163265306145,Stable,22.199410041648893
3154,2010,Mongolia,MNG,10.2,Original,2.0000000000000018,Stable,4.260360145884445
3155,2011,Mongolia,MNG,12.5,Original,22.549019607843146,High Growth,8.44960613841652
3156,2012,Mongolia,MNG,16.4,Original,31.19999999999998,High Growth,17.92737079940734
3157,2013,Mongolia,MNG,17.7,Original,7.92682926829269,Moderate Growth,20.16860829862783
3158,2014,Mongolia,MNG,19.9424,Original,12.66892655367231,Moderate Growth,16.848319283579947
3159,2015,Mongolia,MNG,22.5,Original,12.824935815147631,Moderate Growth,11.116756714042996
3160,2016,Mongolia,MNG,22.2658,Original,-1.0408888888888912,Stable,7.949759504341003
3161,2017,Mongolia,MNG,23.7143,Original,6.50549272875891,Moderate Growth,5.944308065359061
3162,2018,Mongolia,MNG,47.13,Original,98.74084413202159,High Growth,27.94941577618082
3163,2019,Mongolia,MNG,51.08,Original,8.381073626140445,Moderate Growth,31.887669728887925
3164,2020,Mongolia,MNG,62.5,Original,22.357086922474558,High Growth,38.1306013668552
3165,2021,Mongolia,MNG,81.6068,Original,30.57088000000001,High Growth,20.081554921359412
3166,2022,Mongolia,MNG,83.9145,Original,2.827828073150762,Stable,17.994575142948044
3167,2023,Mongolia,MNG,61.83014498229022,Imputed,-26.31768647576972,Significant Decline,-0.3585399822793378
3168,2000,Montenegro,MNE,6.4174185964911885,Imputed,,,
3169,2001,Montenegro,MNE,10.12059368421069,Imputed,57.705057446996875,High Growth,
3170,2002,Montenegro,MNE,13.82376877192928,Imputed,36.59049264566345,High Growth,
3171,2003,Montenegro,MNE,17.52694385964878,Imputed,26.78846231310823,High Growth,39.78114996342666
3172,2004,Montenegro,MNE,25.3501,Original,44.63502709312601,High Growth,35.807752627136935
3173,2005,Montenegro,MNE,27.1,Original,6.902931349383246,Moderate Growth,25.15482866642578
3174,2006,Montenegro,MNE,28.9,Original,6.6420664206642055,Moderate Growth,18.14006779023456
3175,2007,Montenegro,MNE,30.8,Original,6.574394463667832,Moderate Growth,6.70637011676769
3176,2008,Montenegro,MNE,32.9,Original,6.818181818181812,Moderate Growth,6.6781647609326145
3177,2009,Montenegro,MNE,35.1,Original,6.686930091185417,Moderate Growth,6.6931222825737935
3178,2010,Montenegro,MNE,37.5,Original,6.8376068376068355,Moderate Growth,6.780885271979709
3179,2011,Montenegro,MNE,35.6115,Original,-5.035999999999996,Moderate Decline,2.675018483787084
3180,2012,Montenegro,MNE,56.8388,Original,59.60799180040155,High Growth,17.430054192959044
3181,2013,Montenegro,MNE,60.31,Original,6.1070958570554,Moderate Growth,17.161795942698067
3182,2014,Montenegro,MNE,63.8869,Original,5.930857237605691,Moderate Growth,21.5086463595213
3183,2015,Montenegro,MNE,68.1198,Original,6.625614953926395,Moderate Growth,6.220780424695116
3184,2016,Montenegro,MNE,69.8816,Original,2.5863258553313617,Stable,5.032693738773819
3185,2017,Montenegro,MNE,71.2723,Original,1.9900803645022336,Stable,3.7137457359107895
3186,2018,Montenegro,MNE,71.5171,Original,0.3434714468313782,Stable,1.635519291176002
3187,2019,Montenegro,MNE,73.4767,Original,2.7400439894794237,Stable,1.6862584299057737
3188,2020,Montenegro,MNE,77.6088,Original,5.623687509101538,Moderate Growth,2.8797889824221823
3189,2021,Montenegro,MNE,82.2197,Original,5.941207698096096,Moderate Growth,4.758353528542125
3190,2022,Montenegro,MNE,88.2219,Original,7.300196911445789,Moderate Growth,6.285883740120024
3191,2023,Montenegro,MNE,91.59044561403516,Imputed,3.8182646418124744,Stable,5.676819615894613
3192,2000,Morocco,MAR,0.693791,Original,,,
3193,2001,Morocco,MAR,1.37144,Original,97.67336272739196,High Growth,
3194,2002,Morocco,MAR,2.37325,Original,73.04803709969083,High Growth,
3195,2003,Morocco,MAR,3.35337,Original,41.29864110397135,High Growth,69.07689784863051
3196,2004,Morocco,MAR,11.6079,Original,200.0,High Growth,100.0
3197,2005,Morocco,MAR,15.0844,Original,29.949430990963055,High Growth,85.23718971788084
3198,2006,Morocco,MAR,19.7712,Original,31.070509930789413,High Growth,80.65522135506144
3199,2007,Morocco,MAR,21.5,Original,8.744031722910094,Moderate Growth,22.80845487303118
3200,2008,Morocco,MAR,33.1,Original,53.95348837209304,High Growth,29.947117735564643
3201,2009,Morocco,MAR,41.3,Original,24.77341389728096,High Growth,27.83183036927326
3202,2010,Morocco,MAR,52.0,Original,25.90799031476998,High Growth,34.2316600735461
3203,2011,Morocco,MAR,46.1075,Original,-11.331730769230763,Moderate Decline,11.68148852242632
3204,2012,Morocco,MAR,55.4161,Original,20.188906360136638,High Growth,10.296560328668614
3205,2013,Morocco,MAR,56.0,Original,1.0536649096562156,Stable,2.501029596576787
3206,2014,Morocco,MAR,56.7746,Original,1.3832142857142848,Stable,7.183393436886565
3207,2015,Morocco,MAR,57.08,Original,0.5379166035515803,Stable,0.9909991059417145
3208,2016,Morocco,MAR,58.2712,Original,2.0868955851436555,Stable,1.3340292844520985
3209,2017,Morocco,MAR,61.7622,Original,5.9909526489929865,Moderate Growth,2.8465098067173455
3210,2018,Morocco,MAR,64.8039,Original,4.924856951339174,Stable,4.321156482385513
3211,2019,Morocco,MAR,84.1204,Original,29.807619603141177,High Growth,13.018391607385782
3212,2020,Morocco,MAR,84.1204,Original,0.0,Stable,10.847573478250382
3213,2021,Morocco,MAR,88.1303,Original,4.766857979752825,Stable,10.791906335693291
3214,2022,Morocco,MAR,89.9,Original,2.0080494449695507,Stable,2.2396735693046788
3215,2023,Morocco,MAR,94.92691710671897,Imputed,5.591676425716319,Moderate Growth,4.110855666193136
3216,2000,Mozambique,MOZ,0.109593,Original,,,
3217,2001,Mozambique,MOZ,0.160032,Original,46.02392488571352,High Growth,
3218,2002,Mozambique,MOZ,0.259613,Original,62.225679864027185,High Growth,
3219,2003,Mozambique,MOZ,0.419539,Original,61.601691748872376,High Growth,56.433528411622724
3220,2004,Mozambique,MOZ,0.679448,Original,61.95109393882334,High Growth,61.92595381261514
3221,2005,Mozambique,MOZ,0.854357,Original,25.742808868375498,High Growth,48.74338093557065
3222,2006,Mozambique,MOZ,0.842954,Original,-1.3346879583125193,Stable,26.18580782985136
3223,2007,Mozambique,MOZ,0.91,Original,7.953696168474211,Moderate Growth,10.228794007526787
3224,2008,Mozambique,MOZ,1.56,Original,71.42857142857142,High Growth,22.225476417259603
3225,2009,Mozambique,MOZ,2.68,Original,71.79487179487181,High Growth,47.04275781774889
3226,2010,Mozambique,MOZ,4.17,Original,55.597014925373124,High Growth,66.09818527818881
3227,2011,Mozambique,MOZ,4.6,Original,10.311750599520387,Moderate Growth,43.39843483106473
3228,2012,Mozambique,MOZ,5.0,Original,8.69565217391306,Moderate Growth,23.10576844950678
3229,2013,Mozambique,MOZ,5.5,Original,10.000000000000009,Moderate Growth,9.666894338565957
3230,2014,Mozambique,MOZ,6.0,Original,9.090909090909083,Moderate Growth,9.260824362327934
3231,2015,Mozambique,MOZ,6.5,Original,8.333333333333325,Moderate Growth,9.139288306110593
3232,2016,Mozambique,MOZ,7.0,Original,7.692307692307687,Moderate Growth,8.37067626618271
3233,2017,Mozambique,MOZ,7.79633,Original,11.376142857142856,Moderate Growth,9.12216847600671
3234,2018,Mozambique,MOZ,10.9,Original,39.809371845470885,High Growth,18.8058193432048
3235,2019,Mozambique,MOZ,14.6386,Original,34.299082568807336,High Growth,27.87937389590407
3236,2020,Mozambique,MOZ,17.8299,Original,21.80058202287103,High Growth,31.750689883675953
3237,2021,Mozambique,MOZ,19.9696,Original,12.00062815831835,Moderate Growth,22.362297455502933
3238,2022,Mozambique,MOZ,21.207,Original,6.19641855620543,Moderate Growth,13.151391076060982
3239,2023,Mozambique,MOZ,16.600814648221103,Imputed,-21.72011765822086,Significant Decline,-2.3527168451414116
3240,2000,Myanmar,MMR,0.0,Imputed,,,
3241,2001,Myanmar,MMR,0.00028928,Original,100.0,High Growth,
3242,2002,Myanmar,MMR,0.00042649,Original,47.43155420353984,High Growth,
3243,2003,Myanmar,MMR,0.0240641,Original,200.0,High Growth,100.0
3244,2004,Myanmar,MMR,0.0243374,Original,1.1357166900070936,Stable,100.0
3245,2005,Myanmar,MMR,0.0652389,Original,168.06026937963793,High Growth,100.0
3246,2006,Myanmar,MMR,0.182048,Original,179.0482365582497,High Growth,96.30834550163192
3247,2007,Myanmar,MMR,0.217128,Original,19.269643171031813,Moderate Growth,100.0
3248,2008,Myanmar,MMR,0.22,Original,1.3227220809844953,Stable,49.95882091536386
3249,2009,Myanmar,MMR,0.22,Original,0.0,Stable,6.5153640987839045
3250,2010,Myanmar,MMR,0.25,Original,13.636363636363647,Moderate Growth,4.81128822373873
3251,2011,Myanmar,MMR,0.98,Original,200.0,High Growth,64.538600212299
3252,2012,Myanmar,MMR,1.4,Original,42.85714285714286,High Growth,85.31124974025963
3253,2013,Myanmar,MMR,1.8,Original,28.57142857142858,High Growth,93.09787692112594
3254,2014,Myanmar,MMR,7.4,Original,200.0,High Growth,96.1862418984188
3255,2015,Myanmar,MMR,10.9,Original,47.297297297297305,High Growth,98.19810025487004
3256,2016,Myanmar,MMR,16.0,Original,46.78899082568806,High Growth,100.0
3257,2017,Myanmar,MMR,23.6211,Original,47.631874999999994,High Growth,47.23897975840001
3258,2018,Myanmar,MMR,33.7204,Original,42.75541782558814,High Growth,45.70979256308776
3259,2019,Myanmar,MMR,48.1377,Original,42.755424016322486,High Growth,44.36274047435733
3260,2020,Myanmar,MMR,41.9542905,Original,-12.845253304582481,Moderate Decline,21.104074280340136
3261,2021,Myanmar,MMR,44.0216732,Original,4.927702686331936,Stable,9.292730419271034
3262,2022,Myanmar,MMR,35.686412497952915,Imputed,-18.934447730276382,Moderate Decline,-9.495011321835367
3263,2023,Myanmar,MMR,37.930031400926964,Imputed,6.287039648781589,Moderate Growth,-3.305388297842504
3264,2000,Namibia,NAM,1.64474,Original,,,
3265,2001,Namibia,NAM,2.41698,Original,46.952101851964436,High Growth,
3266,2002,Namibia,NAM,2.6337,Original,8.966561576843834,Moderate Growth,
3267,2003,Namibia,NAM,3.35984,Original,27.571097695257627,High Growth,26.884073805119833
3268,2004,Namibia,NAM,3.80472,Original,13.241106719367579,Moderate Growth,16.32771967255271
3269,2005,Namibia,NAM,4.01005,Original,5.3967177610967365,Moderate Growth,15.043255083547136
3270,2006,Namibia,NAM,4.39887,Original,9.696138452138992,Moderate Growth,9.39752846187587
3271,2007,Namibia,NAM,4.83561,Original,9.928458899671977,Moderate Growth,8.320217130932296
3272,2008,Namibia,NAM,5.329,Original,10.203262876865594,Moderate Growth,9.94242471359219
3273,2009,Namibia,NAM,6.5,Original,21.974103959467083,High Growth,13.900092401317398
3274,2010,Namibia,NAM,11.6,Original,78.46153846153845,High Growth,33.86557488176509
3275,2011,Namibia,NAM,12.0,Original,3.4482758620689724,Stable,31.072578152301176
3276,2012,Namibia,NAM,12.9414,Original,7.844999999999991,Moderate Growth,25.80250860859501
3277,2013,Namibia,NAM,13.9,Original,7.407235693201675,Moderate Growth,6.2149389148172585
3278,2014,Namibia,NAM,14.84,Original,6.762589928057561,Moderate Growth,7.337353946667924
3279,2015,Namibia,NAM,25.6879,Original,73.09905660377358,High Growth,25.675063602687544
3280,2016,Namibia,NAM,31.0333,Original,20.809019032307052,High Growth,30.698635387487695
3281,2017,Namibia,NAM,36.8374,Original,18.702812784976143,Moderate Growth,35.399903966482896
3282,2018,Namibia,NAM,42.8,Original,16.18626721755605,Moderate Growth,18.550954691199095
3283,2019,Namibia,NAM,49.8,Original,16.355140186915882,Moderate Growth,17.07579827024146
3284,2020,Namibia,NAM,57.8608,Original,16.186345381526102,Moderate Growth,16.242557024235516
3285,2021,Namibia,NAM,61.1132,Original,5.621076791195434,Moderate Growth,12.606575671078414
3286,2022,Namibia,NAM,62.215,Original,1.8028838286982207,Stable,7.701541904342313
3287,2023,Namibia,NAM,54.33260332015743,Imputed,-12.669608100687245,Moderate Decline,-2.075350257463071
3288,2000,Nauru,NRU,3.1275378117043147,Imputed,,,
3289,2001,Nauru,NRU,2.98716,Original,-4.488444909569855,Stable,
3290,2002,Nauru,NRU,10.692979168787133,Imputed,200.0,High Growth,
3291,2003,Nauru,NRU,14.475699847328542,Imputed,35.37574158549932,High Growth,66.65269204845691
3292,2004,Nauru,NRU,18.25842052586904,Imputed,26.131521919049682,High Growth,82.8387485631298
3293,2005,Nauru,NRU,22.04114120441045,Imputed,20.717677485749352,High Growth,27.265821541028103
3294,2006,Nauru,NRU,25.82386188295186,Imputed,17.162090853011193,Moderate Growth,21.281308415053314
3295,2007,Nauru,NRU,29.60658256149236,Imputed,14.648160277831025,Moderate Growth,17.482999189862912
3296,2008,Nauru,NRU,33.38930324003377,Imputed,12.776620437987951,Moderate Growth,14.848261767726513
3297,2009,Nauru,NRU,37.17202391857518,Imputed,11.329139309519732,Moderate Growth,12.909808951327161
3298,2010,Nauru,NRU,40.95474459711568,Imputed,10.176256979782705,Moderate Growth,11.422264467772948
3299,2011,Nauru,NRU,54.0,Original,31.852854977401222,High Growth,17.380368289118774
3300,2012,Nauru,NRU,48.520185954198496,Imputed,-10.147803788521303,Moderate Decline,9.287061681023845
3301,2013,Nauru,NRU,52.302906632739905,Imputed,7.796179268793768,Moderate Growth,8.494369644786136
3302,2014,Nauru,NRU,56.085627311280405,Imputed,7.232333577753103,Moderate Growth,1.2711963909965762
3303,2015,Nauru,NRU,59.868347989821814,Imputed,6.744545545593983,Moderate Growth,7.256825579042836
3304,2016,Nauru,NRU,63.65106866836322,Imputed,6.3183982948460615,Moderate Growth,6.764439646467824
3305,2017,Nauru,NRU,62.3851,Original,-1.988919738267414,Stable,3.6119302702041
3306,2018,Nauru,NRU,71.21651002544513,Imputed,14.15628094760628,Moderate Growth,5.956548847233645
3307,2019,Nauru,NRU,74.7379,Original,4.9446258645596375,Stable,5.498203380172706
3308,2020,Nauru,NRU,81.6554,Original,9.255678845672687,Moderate Growth,9.38757929659535
3309,2021,Nauru,NRU,83.3424,Original,2.0659993092924545,Stable,5.380868088168289
3310,2022,Nauru,NRU,82.6668,Original,-0.8106318032598092,Stable,3.4181453926840577
3311,2023,Nauru,NRU,90.13011341815127,Imputed,9.02818715391338,Moderate Growth,3.346316580581754
3312,2000,Nepal,NPL,0.204652,Original,,,
3313,2001,Nepal,NPL,0.240015,Original,17.27957703809393,Moderate Growth,
3314,2002,Nepal,NPL,0.312956,Original,30.390183946836657,High Growth,
3315,2003,Nepal,NPL,0.382811,Original,22.32102915425811,High Growth,23.212888371105088
3316,2004,Nepal,NPL,0.449844,Original,17.510729837961826,Moderate Growth,23.2937842773161
3317,2005,Nepal,NPL,0.826551,Original,83.74169712166884,High Growth,38.22781968330151
3318,2006,Nepal,NPL,1.14139,Original,38.09069252834971,High Growth,43.9295225963114
3319,2007,Nepal,NPL,1.41,Original,23.533586241337325,High Growth,46.34764114619203
3320,2008,Nepal,NPL,1.73,Original,22.69503546099292,High Growth,27.91618030325718
3321,2009,Nepal,NPL,1.97,Original,13.87283236994219,Moderate Growth,19.95289142741814
3322,2010,Nepal,NPL,7.93,Original,200.0,High Growth,77.8353216989409
3323,2011,Nepal,NPL,9.0,Original,13.493064312736447,Moderate Growth,73.27349501951494
3324,2012,Nepal,NPL,11.1493,Original,23.88111111111111,High Growth,78.20797081303132
3325,2013,Nepal,NPL,13.3,Original,19.290000269075193,Moderate Growth,18.811775119199492
3326,2014,Nepal,NPL,15.44,Original,16.090225563909755,Moderate Growth,19.711239860242635
3327,2015,Nepal,NPL,17.5816,Original,13.870466321243535,Moderate Growth,16.395698596468034
3328,2016,Nepal,NPL,20.7,Original,17.73672475770123,Moderate Growth,15.88829360837487
3329,2017,Nepal,NPL,24.3,Original,17.391304347826097,Moderate Growth,16.3196247661862
3330,2018,Nepal,NPL,28.6,Original,17.695473251028805,Moderate Growth,17.60773318990221
3331,2019,Nepal,NPL,34.8055,Original,21.697552447552447,High Growth,18.91204386698122
3332,2020,Nepal,NPL,37.6984,Original,8.311617416787564,Moderate Growth,15.763650891941028
3333,2021,Nepal,NPL,41.6083,Original,10.371527704093552,Moderate Growth,13.310801881002243
3334,2022,Nepal,NPL,49.5609,Original,19.113013509323864,Moderate Growth,12.502913381361935
3335,2023,Nepal,NPL,39.25400108695612,Imputed,-20.796432092726068,Significant Decline,1.3569820254146991
3336,2000,Netherlands,NLD,43.9844,Original,,,
3337,2001,Netherlands,NLD,49.3731,Original,12.251389128872958,Moderate Growth,
3338,2002,Netherlands,NLD,61.29,Original,24.13642246486447,High Growth,
3339,2003,Netherlands,NLD,64.35,Original,4.992657856093974,Stable,13.522851955397996
3340,2004,Netherlands,NLD,68.52,Original,6.4801864801864895,Moderate Growth,11.542999613712324
3341,2005,Netherlands,NLD,81.0,Original,18.213660245183895,Moderate Growth,9.740044636629142
3342,2006,Netherlands,NLD,83.7,Original,3.3333333333333437,Stable,9.158854331683264
3343,2007,Netherlands,NLD,85.82,Original,2.5328554360812383,Stable,7.792956888807878
3344,2008,Netherlands,NLD,87.42,Original,1.86436728035424,Stable,2.5750949756812247
3345,2009,Netherlands,NLD,89.63,Original,2.5280256234271326,Stable,2.3079335691353453
3346,2010,Netherlands,NLD,90.72,Original,1.2161106772286212,Stable,1.8680932346904155
3347,2011,Netherlands,NLD,91.42,Original,0.7716049382715973,Stable,1.502515403734428
3348,2012,Netherlands,NLD,92.86,Original,1.5751476700940792,Stable,1.1870871852949882
3349,2013,Netherlands,NLD,93.9564,Original,1.180702132242084,Stable,1.1752863451989892
3350,2014,Netherlands,NLD,91.6667,Original,-2.4369814083979313,Stable,0.08987035025913581
3351,2015,Netherlands,NLD,91.7241,Original,0.06261815904793355,Stable,-0.40942039124548524
3352,2016,Netherlands,NLD,90.411,Original,-1.4315757799749473,Stable,-1.2739787511615086
3353,2017,Netherlands,NLD,93.1973,Original,3.0818152658415476,Stable,0.5535122054156183
3354,2018,Netherlands,NLD,91.8919,Original,-1.4006843545896652,Stable,0.06094282726523126
3355,2019,Netherlands,NLD,93.2886,Original,1.5199381011819169,Stable,1.049871966249949
3356,2020,Netherlands,NLD,91.3333,Original,-2.0959688536434373,Stable,-0.6711807378291246
3357,2021,Netherlands,NLD,92.053,Original,0.7879929883186199,Stable,0.0584041130929247
3358,2022,Netherlands,NLD,92.5197,Original,0.506990538059604,Stable,-0.2754971108347437
3359,2023,Netherlands,NLD,97.0068,Original,4.849886024273742,Stable,2.029167482309613
3360,2000,New Caledonia,NCL,13.9395,Original,,,
3361,2001,New Caledonia,NCL,18.2371,Original,30.830374116718673,High Growth,
3362,2002,New Caledonia,NCL,22.3898,Original,22.770615942227646,High Growth,
3363,2003,New Caledonia,NCL,26.4083,Original,17.947904849529685,Moderate Growth,23.73647781794792
3364,2004,New Caledonia,NCL,30.298,Original,14.7290813872911,Moderate Growth,18.436635215663145
3365,2005,New Caledonia,NCL,32.359,Original,6.802429203247762,Moderate Growth,13.061556303299128
3366,2006,New Caledonia,NCL,33.5157,Original,3.574585123149676,Stable,8.268623791583817
3367,2007,New Caledonia,NCL,35.05,Original,4.577854557714733,Stable,4.976322273356648
3368,2008,New Caledonia,NCL,34.51,Original,-1.5406562054208206,Stable,2.168407110596937
3369,2009,New Caledonia,NCL,33.99,Original,-1.5068096203998738,Stable,0.46951136492294765
3370,2010,New Caledonia,NCL,42.0,Original,23.565754633715798,High Growth,6.215302268900547
3371,2011,New Caledonia,NCL,50.0,Original,19.047619047619047,Moderate Growth,13.155329869347621
3372,2012,New Caledonia,NCL,58.0,Original,15.999999999999993,Moderate Growth,19.49753397118268
3373,2013,New Caledonia,NCL,66.0,Original,13.793103448275868,Moderate Growth,16.260329205681458
3374,2014,New Caledonia,NCL,70.0,Original,6.060606060606055,Moderate Growth,11.868894208139679
3375,2015,New Caledonia,NCL,74.0018,Original,5.716857142857146,Moderate Growth,8.46045699398308
3376,2016,New Caledonia,NCL,73.11572799003352,Imputed,-1.1973654829564695,Stable,3.4718683361124603
3377,2017,New Caledonia,NCL,82.0058,Original,12.158905141693023,Moderate Growth,5.41817899430026
3378,2018,New Caledonia,NCL,80.82331874307874,Imputed,-1.441948321851927,Stable,2.982824405065365
3379,2019,New Caledonia,NCL,84.67711411960136,Imputed,4.768172646774205,Stable,5.0150991247061905
3380,2020,New Caledonia,NCL,88.53090949612397,Imputed,4.5511652311146955,Stable,2.584902979243875
3381,2021,New Caledonia,NCL,92.38470487264658,Imputed,4.353050701112848,Stable,4.557325427216985
3382,2022,New Caledonia,NCL,96.23850024916919,Imputed,4.171464726585539,Stable,4.35844502694025
3383,2023,New Caledonia,NCL,100.0,Imputed,3.9085186708978092,Stable,4.144184771830783
3384,2000,New Zealand,NZL,47.3796,Original,,,
3385,2001,New Zealand,NZL,53.241,Original,12.371147075956724,Moderate Growth,
3386,2002,New Zealand,NZL,59.0808,Original,10.968614413703737,Moderate Growth,
3387,2003,New Zealand,NZL,60.9625,Original,3.184960257816405,Stable,8.765324417880782
3388,2004,New Zealand,NZL,61.8476,Original,1.4518761533729885,Stable,5.12166133183154
3389,2005,New Zealand,NZL,62.7202,Original,1.4108874071103727,Stable,2.012570043773998
3390,2006,New Zealand,NZL,69.0,Original,10.012404297180177,Moderate Growth,4.214649936999759
3391,2007,New Zealand,NZL,69.76,Original,1.1014492753623317,Stable,4.094521575384369
3392,2008,New Zealand,NZL,72.03,Original,3.2540137614678777,Stable,4.721372792136025
3393,2009,New Zealand,NZL,79.7,Original,10.648340969040682,Moderate Growth,4.922769021078666
3394,2010,New Zealand,NZL,80.46,Original,0.9535759096612084,Stable,4.871589888312111
3395,2011,New Zealand,NZL,81.23,Original,0.9569972657221149,Stable,4.088083635516737
3396,2012,New Zealand,NZL,81.6445,Original,0.5102794534038946,Stable,0.8067323785436953
3397,2013,New Zealand,NZL,82.78,Original,1.3907856622307868,Stable,0.9520474040885407
3398,2014,New Zealand,NZL,84.0,Original,1.4737859386325214,Stable,1.1240087644200036
3399,2015,New Zealand,NZL,85.2,Original,1.4285714285714235,Stable,1.4310420016266923
3400,2016,New Zealand,NZL,86.5,Original,1.5258215962441257,Stable,1.4760518752312546
3401,2017,New Zealand,NZL,87.7,Original,1.387283236994219,Stable,1.4472088000325734
3402,2018,New Zealand,NZL,89.0,Original,1.4823261117445696,Stable,1.4651271551500589
3403,2019,New Zealand,NZL,89.8637,Original,0.9704494382022366,Stable,1.2797753880329
3404,2020,New Zealand,NZL,95.2342,Original,5.976272955598327,Moderate Growth,2.7853253368117725
3405,2021,New Zealand,NZL,95.7321,Original,0.5228163831900723,Stable,2.460355813923676
3406,2022,New Zealand,NZL,95.7299,Original,-0.0022980797454552615,Stable,2.130259737061957
3407,2023,New Zealand,NZL,100.0,Imputed,4.460570835235389,Stable,1.641021406302734
3408,2000,Nicaragua,NIC,0.980216,Original,,,
3409,2001,Nicaragua,NIC,1.4488,Original,47.80415745101081,High Growth,
3410,2002,Nicaragua,NIC,1.71473,Original,18.35519050248482,Moderate Growth,
3411,2003,Nicaragua,NIC,1.88041,Original,9.66216255620418,Moderate Growth,24.253964658997717
3412,2004,Nicaragua,NIC,2.32066,Original,23.412447285432435,High Growth,17.004085475893895
3413,2005,Nicaragua,NIC,2.56635,Original,10.587074366774951,Moderate Growth,14.38613339686805
3414,2006,Nicaragua,NIC,2.80557,Original,9.32140978432403,Moderate Growth,14.267533287905355
