,year,country_name,country_code,internet_usage,data_source_x,yoy_growth,growth_category,cagr_3yr,gdp_per_capita,data_source_y,region,incomegroup,specialnotes,tablename
3083,2011,"Micronesia, Fed. Sts.",FSM,22.8,Original,14.000000000000012,Moderate Growth,16.31136535323998,2890.50493,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3084,2012,"Micronesia, Fed. Sts.",FSM,25.9744,Original,13.922807017543848,Moderate Growth,19.164176153765467,3033.169895,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3085,2013,"Micronesia, Fed. Sts.",FSM,27.8,Original,7.028458790193426,Moderate Growth,11.601902992091674,2933.883334,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3086,2014,"Micronesia, Fed. Sts.",FSM,29.65,Original,6.654676258992809,Moderate Growth,9.151560800120029,2945.41496,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3087,2015,"Micronesia, Fed. Sts.",FSM,31.5011,Original,6.243170320404734,Moderate Growth,6.641619469553151,2911.16211,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3088,2016,"Micronesia, Fed. Sts.",FSM,33.3522,Original,5.876302732285543,Moderate Growth,6.257574161538271,2979.601192,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3089,2017,"Micronesia, Fed. Sts.",FSM,35.3041,Original,5.852387548647453,Moderate Growth,5.990469427446388,3279.10779,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3090,2018,"Micronesia, Fed. Sts.",FSM,36.6,Original,3.6706784764375833,Stable,5.128012842815277,3566.586904,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3091,2019,"Micronesia, Fed. Sts.",FSM,38.0,Original,3.825136612021862,Stable,4.444691167050152,3572.659183,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3092,2020,"Micronesia, Fed. Sts.",FSM,39.3833,Original,3.640263157894741,Stable,3.711994509007632,3353.88943,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3093,2021,"Micronesia, Fed. Sts.",FSM,39.9648,Original,1.4765141570157958,Stable,2.975091417028719,3493.872286,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3094,2022,"Micronesia, Fed. Sts.",FSM,40.5434,Original,1.4477740411562134,Stable,2.183048818140776,3835.381843,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3095,2023,"Micronesia, Fed. Sts.",FSM,44.836650632410965,Imputed,10.589271330009243,Moderate Growth,4.417595056600865,4084.169404,Original,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts."
3096,2000,Moldova,MDA,1.28285,Original,,,,440.538684,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3097,2001,Moldova,MDA,1.48781,Original,15.97692637486845,Moderate Growth,,507.4040763,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3098,2002,Moldova,MDA,3.78724,Original,154.55132039709372,High Growth,,570.7998662,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3099,2003,Moldova,MDA,7.40754,Original,95.59204064173382,High Growth,79.40424251087921,682.319096,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3100,2004,Moldova,MDA,10.6294,Original,43.49433145146702,High Growth,92.5988807738785,897.1784947,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3101,2005,Moldova,MDA,14.6303,Original,37.63994204752854,High Growth,56.90741515230382,1034.391977,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3102,2006,Moldova,MDA,19.6206,Original,34.10934840707298,High Growth,38.36070287442468,1183.024814,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3103,2007,Moldova,MDA,20.45,Original,4.2271897903224165,Stable,24.373594872350225,1531.216186,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3104,2008,Moldova,MDA,23.39,Original,14.37652811735941,Moderate Growth,16.92992292257218,2110.553054,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3105,2009,Moldova,MDA,27.5,Original,17.57161179991449,Moderate Growth,11.911178695954948,1898.439757,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3106,2010,Moldova,MDA,29.68,Original,7.927272727272716,Moderate Growth,13.22009842404186,2436.799351,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3107,2011,Moldova,MDA,32.07,Original,8.052560646900275,Moderate Growth,11.093737881909435,2941.362241,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3108,2012,Moldova,MDA,34.65,Original,8.044901777362012,Moderate Growth,8.008229825529067,3044.808432,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3109,2013,Moldova,MDA,37.44,Original,8.051948051948044,Moderate Growth,8.049803436187887,3321.043978,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3110,2014,Moldova,MDA,67.0,Original,78.95299145299145,High Growth,27.83760164166724,3289.957586,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3111,2015,Moldova,MDA,69.0,Original,2.9850746268656803,Stable,25.810035219948404,2749.551371,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3112,2016,Moldova,MDA,71.0,Original,2.898550724637672,Stable,23.77725188603161,2847.087948,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3113,2017,Moldova,MDA,49.9,Original,-29.71830985915493,Significant Decline,-9.3554047022545,3453.267277,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3114,2018,Moldova,MDA,50.3,Original,0.8016032064128265,Stable,-10.000596413566443,4156.44982,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3115,2019,Moldova,MDA,57.7605,Original,14.832007952286297,Moderate Growth,-6.647877134113688,4405.334182,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3116,2020,Moldova,MDA,58.2153,Original,0.7873893058405024,Stable,5.271836177595124,4375.778893,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3117,2021,Moldova,MDA,60.4747,Original,3.881110292311463,Stable,6.333125425803687,5274.605822,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3118,2022,Moldova,MDA,63.5349,Original,5.060297942776071,Moderate Growth,3.2271179513539083,5738.424735,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3119,2023,Moldova,MDA,73.9665760869566,Imputed,16.41881247465029,Moderate Growth,8.3093938376531,6729.412868,Original,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",Moldova
3120,2000,Monaco,MCO,42.1849,Original,,,,81789.02065,Original,Europe & Central Asia,High income,,Monaco
3121,2001,Monaco,MCO,46.6461,Original,10.575348051079892,Moderate Growth,,82402.78096,Original,Europe & Central Asia,High income,,Monaco
3122,2002,Monaco,MCO,48.0471,Original,3.0034665277483,Stable,,90051.44599,Original,Europe & Central Asia,High income,,Monaco
3123,2003,Monaco,MCO,49.4912,Original,3.005592429095616,Stable,5.468714679651887,111110.4513,Original,Europe & Central Asia,High income,,Monaco
3124,2004,Monaco,MCO,52.4902,Original,6.059663132031568,Moderate Growth,4.013001628490898,125160.2281,Original,Europe & Central Asia,High income,,Monaco
3125,2005,Monaco,MCO,55.4648,Original,5.666962594922476,Moderate Growth,4.901916794623706,130538.7426,Original,Europe & Central Asia,High income,,Monaco
3126,2006,Monaco,MCO,61.476,Original,10.837864735832458,Moderate Growth,7.49605819109378,143083.4611,Original,Europe & Central Asia,High income,,Monaco
3127,2007,Monaco,MCO,64.3777,Original,4.720053354154485,Stable,7.041555058799198,184558.5566,Original,Europe & Central Asia,High income,,Monaco
3128,2008,Monaco,MCO,67.25,Original,4.4616381138189,Stable,6.632996240221933,204263.7971,Original,Europe & Central Asia,High income,,Monaco
3129,2009,Monaco,MCO,70.1,Original,4.237918215613368,Stable,4.473017510188271,169150.2673,Original,Europe & Central Asia,High income,,Monaco
3130,2010,Monaco,MCO,75.0,Original,6.990014265335254,Moderate Growth,5.222496645610253,161853.9206,Original,Europe & Central Asia,High income,,Monaco
3131,2011,Monaco,MCO,80.3,Original,7.0666666666666655,Moderate Growth,6.089992539097278,179363.9842,Original,Europe & Central Asia,High income,,Monaco
3132,2012,Monaco,MCO,87.0,Original,8.343711083437121,Moderate Growth,7.465008708268872,165444.6514,Original,Europe & Central Asia,High income,,Monaco
3133,2013,Monaco,MCO,90.7,Original,4.252873563218396,Stable,6.540649792371234,184940.6638,Original,Europe & Central Asia,High income,,Monaco
3134,2014,Monaco,MCO,92.4,Original,1.8743109151047488,Stable,4.789751061124381,195693.5707,Original,Europe & Central Asia,High income,,Monaco
3135,2015,Monaco,MCO,93.3633,Original,1.0425324675324532,Stable,2.380908818280858,170437.1012,Original,Europe & Central Asia,High income,,Monaco
3136,2016,Monaco,MCO,95.2082,Original,1.976044120120024,Stable,1.630100679331714,173604.7536,Original,Europe & Central Asia,High income,,Monaco
3137,2017,Monaco,MCO,97.053,Original,1.937648227778688,Stable,1.6511581434003553,170663.3752,Original,Europe & Central Asia,High income,,Monaco
3138,2018,Monaco,MCO,95.29012176278502,Imputed,-1.8164077743243132,Stable,0.6832508062310394,188298.3157,Original,Europe & Central Asia,High income,,Monaco
3139,2019,Monaco,MCO,83.3397,Original,-12.541091921924895,Moderate Decline,-4.340994956338817,193746.7856,Original,Europe & Central Asia,High income,,Monaco
3140,2020,Monaco,MCO,98.5709,Original,18.27604371026055,Moderate Growth,0.5186357887595916,176891.8865,Original,Europe & Central Asia,High income,,Monaco
3141,2021,Monaco,MCO,98.3776,Original,-0.1961025008394901,Stable,1.0685683333690132,223823.364,Original,Europe & Central Asia,High income,,Monaco
3142,2022,Monaco,MCO,98.3776,Original,0.0,Stable,5.685343559433576,226052.0019,Original,Europe & Central Asia,High income,,Monaco
3143,2023,Monaco,MCO,100.0,Imputed,1.6491559054093496,Stable,0.4809562254818988,256580.5151,Original,Europe & Central Asia,High income,,Monaco
3144,2000,Mongolia,MNG,1.25565,Original,,,,476.0275508,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3145,2001,Mongolia,MNG,1.65324,Original,31.664078365786665,High Growth,,524.4534836,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3146,2002,Mongolia,MNG,2.03957,Original,23.36805303525198,High Growth,,570.2492132,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3147,2003,Mongolia,MNG,0.0,Imputed,-100.0,Significant Decline,-50.0,643.1680689,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3148,2004,Mongolia,MNG,0.0,Imputed,,,-50.0,794.154552,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3149,2005,Mongolia,MNG,2.1654474380166,Imputed,100.0,High Growth,2.0163255807802205,994.9001091,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3150,2006,Mongolia,MNG,5.480152857142457,Imputed,153.07254108009656,High Growth,100.0,1329.891796,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3151,2007,Mongolia,MNG,9.0,Original,64.22899569799434,High Growth,100.0,1627.687877,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3152,2008,Mongolia,MNG,9.8,Original,8.888888888888902,Moderate Growth,65.40912961195771,2127.426786,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3153,2009,Mongolia,MNG,10.0,Original,2.0408163265306145,Stable,22.199410041648893,1703.327568,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3154,2010,Mongolia,MNG,10.2,Original,2.0000000000000018,Stable,4.260360145884445,2625.218814,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3155,2011,Mongolia,MNG,12.5,Original,22.549019607843142,High Growth,8.44960613841652,3736.042015,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3156,2012,Mongolia,MNG,16.4,Original,31.19999999999998,High Growth,17.92737079940734,4328.890019,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3157,2013,Mongolia,MNG,17.7,Original,7.92682926829269,Moderate Growth,20.16860829862783,4340.143105,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3158,2014,Mongolia,MNG,19.9424,Original,12.66892655367231,Moderate Growth,16.848319283579947,4126.239758,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3159,2015,Mongolia,MNG,22.5,Original,12.824935815147631,Moderate Growth,11.116756714042996,3838.92127,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3160,2016,Mongolia,MNG,22.2658,Original,-1.0408888888888912,Stable,7.949759504341003,3619.900264,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3161,2017,Mongolia,MNG,23.7143,Original,6.50549272875891,Moderate Growth,5.944308065359061,3645.967087,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3162,2018,Mongolia,MNG,47.13,Original,98.7408441320216,High Growth,27.94941577618082,4107.642885,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3163,2019,Mongolia,MNG,51.08,Original,8.381073626140445,Moderate Growth,31.887669728887925,4347.546103,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3164,2020,Mongolia,MNG,62.5,Original,22.35708692247456,High Growth,38.1306013668552,4001.251931,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3165,2021,Mongolia,MNG,81.6068,Original,30.57088000000001,High Growth,20.08155492135941,4517.61578,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
3166,2022,Mongolia,MNG,83.9145,Original,2.827828073150762,Stable,17.994575142948044,4993.514875,Original,East Asia & Pacific,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Mongolia
